ensembl_id	gene	UNEECON-G	pLI
ENSG00000143632	ACTA1	0.773506	9.4789e-07
ENSG00000143633	C1orf131	0.041331	9.0762e-09
ENSG00000143641	GALNT2	0.311280	6.8460e-03
ENSG00000143643	TTC13	0.293500	1.7609e-01
ENSG00000143653	SCCPDH	0.124223	2.3839e-08
ENSG00000143669	LYST	0.196398	2.5022e-02
ENSG00000143702	CEP170	0.228180	7.1494e-01
ENSG00000143727	ACP1	0.081966	3.8341e-06
ENSG00000143740	SNAP47	0.097021	8.0629e-01
ENSG00000143742	SRP9	0.208849	7.8767e-02
ENSG00000143748	NVL	0.144069	2.6827e-06
ENSG00000143751	SDE2	0.132781	8.4435e-07
ENSG00000143753	DEGS1	0.160051	2.6922e-02
ENSG00000143756	FBXO28	0.463603	6.5164e-01
ENSG00000143761	ARF1	0.841083	8.8575e-01
ENSG00000143768	LEFTY2	0.062376	7.1163e-04
ENSG00000143771	CNIH4	0.167538	2.3595e-02
ENSG00000143772	ITPKB	0.217646	9.9995e-01
ENSG00000143774	GUK1	0.098338	1.0176e-07
ENSG00000143776	CDC42BPA	0.226108	9.9835e-01
ENSG00000143786	CNIH3	0.306895	8.4994e-01
ENSG00000143793	C1orf35	0.058765	4.6764e-04
ENSG00000143797	MBOAT2	0.343046	3.7990e-01
ENSG00000143799	PARP1	0.301717	5.5174e-04
ENSG00000143811	PYCR2	0.172065	1.3016e-06
ENSG00000143815	LBR	0.122086	9.5869e-02
ENSG00000143816	WNT9A	0.202117	8.7953e-01
ENSG00000143819	EPHX1	0.122031	1.0577e-02
ENSG00000143839	REN	0.253545	1.2722e-07
ENSG00000143842	SOX13	0.208543	7.1137e-02
ENSG00000143845	ETNK2	0.211262	8.0725e-07
ENSG00000143847	PPFIA4	0.221594	2.5943e-09
ENSG00000143850	PLEKHA6	0.085926	6.3772e-02
ENSG00000143851	PTPN7	0.103782	1.2314e-01
ENSG00000143858	SYT2	0.330630	9.8425e-01
ENSG00000143862	ARL8A	0.756283	9.3000e-01
ENSG00000143867	OSR1	0.498035	8.6897e-01
ENSG00000143869	GDF7	0.232787	6.2195e-01
ENSG00000143870	PDIA6	0.140056	6.2245e-01
ENSG00000143878	RHOB	0.511541	1.2545e-01
ENSG00000143882	ATP6V1C2	0.123273	6.1823e-08
ENSG00000143889	HNRNPLL	0.495064	6.6287e-01
ENSG00000143891	GALM	0.150393	5.9414e-07
ENSG00000143919	CAMKMT	0.096857	2.7366e-06
ENSG00000143921	ABCG8	0.098245	2.0415e-20
ENSG00000143924	EML4	0.264212	7.2125e-01
ENSG00000143933	CALM2	0.861184	9.6373e-01
ENSG00000143942	CHAC2	0.049147	1.9866e-06
ENSG00000143947	RPS27A	0.414475	7.5612e-01
ENSG00000143952	VPS54	0.291368	9.9977e-01
ENSG00000143954	REG3G	0.065956	1.3458e-04
ENSG00000143971	ETAA1	0.089955	8.6389e-03
ENSG00000143977	SNRPG	0.574268	7.3596e-01
ENSG00000143994	ABHD1	0.030619	7.0335e-09
ENSG00000143995	MEIS1	0.643534	9.2668e-01
ENSG00000144015	TRIM43	0.028408	4.7276e-02
ENSG00000144021	CIAO1	0.196441	1.1749e-03
ENSG00000144026	ZNF514	0.066397	1.1495e-04
ENSG00000144028	SNRNP200	0.511550	9.9998e-01
ENSG00000144029	MRPS5	0.113079	3.6075e-04
ENSG00000144031	ANKRD53	0.068264	2.4693e-06
ENSG00000144034	TPRKB	0.100950	1.4712e-03
ENSG00000144036	EXOC6B	0.322994	7.3384e-02
ENSG00000144040	SFXN5	0.173093	6.9814e-04
ENSG00000144043	TEX261	0.606499	1.1096e-03
ENSG00000144045	DQX1	0.110733	1.6090e-02
ENSG00000144048	DUSP11	0.125441	1.9705e-02
ENSG00000144057	ST6GAL2	0.113714	5.1292e-01
ENSG00000144061	NPHP1	0.115007	3.7003e-14
ENSG00000144063	MALL	0.361302	3.2453e-01
ENSG00000144115	THNSL2	0.045186	1.5748e-03
ENSG00000144118	RALB	0.408655	1.5364e-03
ENSG00000144119	C1QL2	0.283376	3.1590e-02
ENSG00000144120	TMEM177	0.097844	6.5684e-02
ENSG00000144134	RABL2A	0.087767	1.7098e-06
ENSG00000144136	SLC20A1	0.268143	7.2709e-03
ENSG00000144152	FBLN7	0.132040	3.6275e-04
ENSG00000144161	ZC3H8	0.188833	8.3187e-01
ENSG00000144182	LIPT1	0.102672	1.1197e-02
ENSG00000144191	CNGA3	0.127349	2.3635e-20
ENSG00000144199	FAHD2B	0.098182	9.1964e-07
ENSG00000144214	LYG1	0.114658	3.4371e-05
ENSG00000144218	AFF3	0.218195	9.5655e-01
ENSG00000144224	UBXN4	0.297483	8.3342e-01
ENSG00000144227	NXPH2	0.307661	9.3278e-01
ENSG00000144228	SPOPL	0.272198	8.1652e-03
ENSG00000144230	GPR17	0.122368	6.0973e-04
ENSG00000144231	POLR2D	0.507028	1.3292e-01
ENSG00000144233	AMMECR1L	0.566841	9.9227e-01
ENSG00000144278	GALNT13	0.248065	3.7308e-01
ENSG00000144283	PKP4	0.144779	5.3265e-13
ENSG00000144285	SCN1A	0.465683	1.0000e+00
ENSG00000144290	SLC4A10	0.447570	1.3047e-01
ENSG00000144306	SCRN3	0.040272	4.2145e-03
ENSG00000144331	ZNF385B	0.174753	4.0960e-01
ENSG00000144339	TMEFF2	0.287328	7.3263e-04
ENSG00000144354	CDCA7	0.255292	1.4326e-01
ENSG00000144355	DLX1	0.558594	9.2036e-01
ENSG00000144357	UBR3	0.312288	9.9675e-01
ENSG00000144362	PHOSPHO2	0.141059	1.3409e-03
ENSG00000144366	GULP1	0.219269	2.9307e-01
ENSG00000144369	FAM171B	0.179663	5.1181e-01
ENSG00000144381	HSPD1	0.428781	3.2753e-01
ENSG00000144395	CCDC150	0.044974	9.9730e-09
ENSG00000144401	METTL21A	0.061444	7.4681e-02
ENSG00000144406	UNC80	0.286400	6.6916e-01
ENSG00000144407	PTH2R	0.019233	1.3931e-20
ENSG00000144410	CPO	0.127647	7.9966e-21
ENSG00000144426	NBEAL1	0.095828	3.9889e-30
ENSG00000144445	KANSL1L	0.050652	9.4814e-01
ENSG00000144451	SPAG16	0.036792	7.7552e-08
ENSG00000144452	ABCA12	0.195350	7.1726e-01
ENSG00000144455	SUMF1	0.237827	7.8607e-09
ENSG00000144460	NYAP2	0.195519	1.1085e-02
ENSG00000144468	RHBDD1	0.112334	5.7517e-02
ENSG00000144476	ACKR3	0.376315	4.0488e-01
ENSG00000144481	TRPM8	0.120057	3.2949e-10
ENSG00000144485	HES6	0.124629	3.9822e-01
ENSG00000144488	ESPNL	0.066282	4.5649e-01
ENSG00000144504	ANKMY1	0.030819	2.9976e-11
ENSG00000144524	COPS7B	0.498367	2.8582e-02
ENSG00000144535	DIS3L2	0.166817	5.9362e-01
ENSG00000144550	CPNE9	0.319728	2.1768e-08
ENSG00000144554	FANCD2	0.203823	2.8619e-06
ENSG00000144559	TAMM41	0.135391	2.3474e-06
ENSG00000144560	VGLL4	0.119161	7.4894e-01
ENSG00000144566	RAB5A	0.278990	3.7380e-01
ENSG00000144579	CTDSP1	0.244524	4.5088e-01
ENSG00000144583	MARCH4	0.298692	4.4159e-01
ENSG00000144589	STK11IP	0.120292	5.8409e-01
ENSG00000144591	GMPPA	0.280458	1.8745e-04
ENSG00000144597	EAF1	0.156653	1.6154e-02
ENSG00000144619	CNTN4	0.330216	5.9606e-04
ENSG00000144635	DYNC1LI1	0.195846	9.1055e-01
ENSG00000144642	RBMS3	0.242171	1.4602e-01
ENSG00000144644	GADL1	0.028288	5.9638e-14
ENSG00000144645	OSBPL10	0.190341	1.0311e-05
ENSG00000144647	POMGNT2	0.245670	4.4450e-06
ENSG00000144648	ACKR2	0.065209	1.2320e-01
ENSG00000144655	CSRNP1	0.094364	3.2862e-01
ENSG00000144659	SLC25A38	0.190897	9.9082e-06
ENSG00000144668	ITGA9	0.209557	2.0533e-02
ENSG00000144671	SLC22A14	0.046023	1.0281e-01
ENSG00000144674	GOLGA4	0.086414	5.5743e-09
ENSG00000144677	CTDSPL	0.394156	5.0568e-01
ENSG00000144681	STAC	0.081736	1.6861e-04
ENSG00000144711	IQSEC1	0.334214	9.9761e-01
ENSG00000144712	CAND2	0.137533	4.4671e-14
ENSG00000144713	RPL32	0.388115	7.5407e-01
ENSG00000144724	PTPRG	0.142183	2.1982e-05
ENSG00000144730	IL17RD	0.026778	2.0118e-03
ENSG00000144736	SHQ1	0.038152	1.2864e-03
ENSG00000144741	SLC25A26	0.068033	1.4937e-02
ENSG00000144744	UBA3	0.253747	5.1033e-01
ENSG00000144746	ARL6IP5	0.176596	1.8545e-01
ENSG00000144747	TMF1	0.180451	9.7705e-06
ENSG00000144749	LRIG1	0.168079	2.1984e-03
ENSG00000144771	LRTM1	0.034482	1.2419e-11
ENSG00000144791	LIMD1	0.134598	9.5773e-01
ENSG00000144802	NFKBIZ	0.254381	5.7104e-01
ENSG00000144810	COL8A1	0.255992	2.9447e-01
ENSG00000144821	MYH15	0.036816	2.5429e-57
ENSG00000144824	PHLDB2	0.109792	1.3410e-08
ENSG00000144827	ABHD10	0.131862	1.3851e-03
ENSG00000144834	TAGLN3	0.386168	5.1299e-03
ENSG00000144837	PLA1A	0.047743	3.9688e-10
ENSG00000144840	RABL3	0.264069	2.4589e-03
ENSG00000144843	ADPRH	0.050486	1.2800e-02
ENSG00000144847	IGSF11	0.310660	1.6766e-04
ENSG00000144848	ATG3	0.409227	2.4065e-02
ENSG00000144852	NR1I2	0.039875	9.2384e-09
ENSG00000144857	BOC	0.201456	5.4237e-01
ENSG00000144867	SRPRB	0.111307	3.2062e-01
ENSG00000144868	TMEM108	0.151877	9.1515e-01
ENSG00000144891	AGTR1	0.144217	5.7180e-04
ENSG00000144893	MED12L	0.352117	6.3385e-01
ENSG00000144895	EIF2A	0.075506	1.0184e-07
ENSG00000144908	ALDH1L1	0.087076	1.0726e-02
ENSG00000144909	OSBPL11	0.347781	9.4230e-01
ENSG00000144935	TRPC1	0.354256	1.0187e-02
ENSG00000144959	NCEH1	0.271874	7.8673e-01
ENSG00000144962	SPATA16	0.116083	1.6654e-10
ENSG00000145002	FAM86B2	0.020925	1.2170e-01
ENSG00000145012	LPP	0.059839	8.7977e-03
ENSG00000145014	TMEM44	0.030448	4.1037e-11
ENSG00000145020	AMT	0.167298	2.4472e-03
ENSG00000145022	TCTA	0.109455	4.5363e-04
ENSG00000145029	NICN1	0.151429	1.3096e-02
ENSG00000145040	UCN2	0.065986	3.8845e-02
ENSG00000145050	MANF	0.186568	1.3251e-03
ENSG00000145075	CCDC39	0.033103	8.4065e-03
ENSG00000145087	STXBP5L	0.333992	8.2957e-01
ENSG00000145088	EAF2	0.067876	8.2253e-07
ENSG00000145103	ILDR1	0.104474	3.6953e-11
ENSG00000145107	TM4SF19	0.060346	1.5675e-04
ENSG00000145113	MUC4	0.002515	7.7504e-42
ENSG00000145147	SLIT2	0.279282	6.1721e-01
ENSG00000145191	EIF2B5	0.236443	1.3364e-01
ENSG00000145192	AHSG	0.038915	2.7212e-10
ENSG00000145194	ECE2	0.054327	2.0812e-19
ENSG00000145198	VWA5B2	0.101973	1.1692e-06
ENSG00000145214	DGKQ	0.090873	2.8162e-01
ENSG00000145216	FIP1L1	0.502483	5.0554e-01
ENSG00000145217	SLC26A1	0.070166	1.2822e-03
ENSG00000145220	LYAR	0.063841	5.7584e-01
ENSG00000145241	CENPC	0.077653	1.0556e-03
ENSG00000145242	EPHA5	0.276409	9.9858e-05
ENSG00000145244	CORIN	0.030604	1.1483e-26
ENSG00000145246	ATP10D	0.145136	4.3459e-07
ENSG00000145247	OCIAD2	0.106591	3.9411e-05
ENSG00000145248	SLC10A4	0.105293	3.0445e-02
ENSG00000145283	SLC10A6	0.094844	6.6725e-09
ENSG00000145284	SCD5	0.163915	9.5091e-04
ENSG00000145287	PLAC8	0.289241	2.2924e-01
ENSG00000145293	ENOPH1	0.337481	1.5808e-02
ENSG00000145309	CABS1	0.038748	8.2765e-03
ENSG00000145321	GC	0.144304	3.2830e-10
ENSG00000145331	TRMT10A	0.098533	1.4624e-09
ENSG00000145332	KLHL8	0.351789	5.2636e-02
ENSG00000145335	SNCA	0.334327	8.9644e-01
ENSG00000145337	PYURF	0.098893	1.5498e-01
ENSG00000145348	TBCK	0.119616	2.4999e-02
ENSG00000145349	CAMK2D	0.473890	8.8856e-03
ENSG00000145354	CISD2	0.359145	2.8092e-02
ENSG00000145358	DDIT4L	0.050751	1.5529e-03
ENSG00000145362	ANK2	0.315228	1.7477e-01
ENSG00000145365	TIFA	0.235748	1.2825e-01
ENSG00000145375	SPATA5	0.125397	6.2657e-20
ENSG00000145384	FABP2	0.139890	5.4053e-03
ENSG00000145386	CCNA2	0.379804	9.9970e-01
ENSG00000145388	METTL14	0.422759	6.2386e-01
ENSG00000145390	USP53	0.076052	1.4866e-13
ENSG00000145391	SETD7	0.281227	2.8484e-01
ENSG00000145414	NAF1	0.096591	5.8423e-01
ENSG00000145416	MARCH1	0.326520	6.9197e-06
ENSG00000145423	SFRP2	0.361127	2.0138e-03
ENSG00000145425	RPS3A	0.424406	9.5302e-01
ENSG00000145428	RNF175	0.039438	5.3392e-05
ENSG00000145431	PDGFC	0.336804	9.1823e-01
ENSG00000145439	CBR4	0.085089	2.6933e-06
ENSG00000145451	GLRA3	0.207399	5.6745e-05
ENSG00000145476	CYP4V2	0.066669	1.5173e-10
ENSG00000145491	ROPN1L	0.079935	2.4752e-06
ENSG00000145494	NDUFS6	0.132335	1.7037e-01
ENSG00000145495	MARCH6	0.468672	9.9980e-01
ENSG00000145506	NKD2	0.035695	2.0530e-06
ENSG00000145526	CDH18	0.255017	1.0925e-01
ENSG00000145536	ADAMTS16	0.126937	4.1658e-03
ENSG00000145545	SRD5A1	0.082001	9.9909e-04
ENSG00000145555	MYO10	0.234601	6.7275e-06
ENSG00000145592	RPL37	0.191982	3.0167e-01
ENSG00000145604	SKP2	0.296755	9.6909e-01
ENSG00000145623	OSMR	0.056539	2.3291e-03
ENSG00000145626	UGT3A1	0.084946	2.8836e-08
ENSG00000145632	PLK2	0.518947	9.9990e-01
ENSG00000145649	GZMA	0.050764	1.3085e-06
ENSG00000145675	PIK3R1	0.407999	9.6135e-01
ENSG00000145681	HAPLN1	0.209322	5.7050e-01
ENSG00000145685	LHFPL2	0.289218	6.4938e-02
ENSG00000145687	SSBP2	0.487051	9.8093e-01
ENSG00000145692	BHMT	0.088862	2.0093e-09
ENSG00000145703	IQGAP2	0.081325	3.1573e-17
ENSG00000145708	CRHBP	0.213849	6.3423e-01
ENSG00000145715	RASA1	0.487296	1.0000e+00
ENSG00000145721	LIX1	0.099733	7.7030e-02
ENSG00000145723	GIN1	0.141913	1.0432e-04
ENSG00000145725	PPIP5K2	0.418558	4.7030e-03
ENSG00000145734	BDP1	0.062062	3.8764e-04
ENSG00000145736	GTF2H2	0.099933	3.9453e-01
ENSG00000145740	SLC30A5	0.227269	6.0729e-01
ENSG00000145741	BTF3	0.440440	2.0272e-01
ENSG00000145743	FBXL17	0.337839	9.9903e-01
ENSG00000145757	SPATA9	0.092304	1.5657e-04
ENSG00000145777	TSLP	0.106221	1.3997e-04
ENSG00000145779	TNFAIP8	0.285965	1.1027e-01
ENSG00000145780	FEM1C	0.427219	6.7202e-01
ENSG00000145781	COMMD10	0.082725	3.5593e-10
ENSG00000145782	ATG12	0.106942	4.6317e-05
ENSG00000145794	MEGF10	0.178442	9.9368e-01
ENSG00000145808	ADAMTS19	0.289202	4.3655e-08
ENSG00000145817	YIPF5	0.293009	8.1116e-01
ENSG00000145819	ARHGAP26	0.329534	8.6602e-01
ENSG00000145824	CXCL14	0.202975	4.1173e-02
ENSG00000145826	LECT2	0.076500	3.7022e-03
ENSG00000145832	SLC25A48	0.116860	2.6405e-03
ENSG00000145833	DDX46	0.604867	1.0000e+00
ENSG00000145839	IL9	0.047512	9.6189e-07
ENSG00000145850	TIMD4	0.025533	6.9290e-11
ENSG00000145860	RNF145	0.493295	9.9344e-01
ENSG00000145861	C1QTNF2	0.092599	9.1053e-04
ENSG00000145863	GABRA6	0.118685	2.9635e-04
ENSG00000145864	GABRB2	0.644533	9.0958e-01
ENSG00000145868	FBXO38	0.376202	9.9954e-01
ENSG00000145879	SPINK7	0.053032	2.9248e-02
ENSG00000145882	PCYOX1L	0.200494	1.0467e-10
ENSG00000145888	GLRA1	0.386026	2.1018e-02
ENSG00000145901	TNIP1	0.153005	7.3529e-01
ENSG00000145907	G3BP1	0.387562	5.8628e-04
ENSG00000145908	ZNF300	0.054197	8.1502e-06
ENSG00000145911	N4BP3	0.107508	3.0037e-04
ENSG00000145912	NHP2	0.117889	1.2129e-01
ENSG00000145916	RMND5B	0.186064	2.3610e-13
ENSG00000145919	BOD1	0.435435	4.6464e-01
ENSG00000145936	KCNMB1	0.067947	1.6932e-02
ENSG00000145945	FAM50B	0.310832	4.6928e-01
ENSG00000145949	MYLK4	0.075646	3.4304e-13
ENSG00000145975	FAM217A	0.039306	4.3211e-02
ENSG00000145979	TBC1D7	0.109209	7.1994e-09
ENSG00000145990	GFOD1	0.557784	3.6234e-02
ENSG00000145996	CDKAL1	0.241145	9.1587e-03
ENSG00000146005	PSD2	0.104746	3.6234e-03
ENSG00000146006	LRRTM2	0.331429	4.3487e-01
ENSG00000146007	ZMAT2	0.614518	5.9737e-01
ENSG00000146013	GFRA3	0.217132	4.8452e-02
ENSG00000146021	KLHL3	0.418931	2.2128e-03
ENSG00000146038	DCDC2	0.083744	1.3484e-02
ENSG00000146039	SLC17A4	0.070298	1.4068e-04
ENSG00000146047	HIST1H2BA	0.064202	1.0687e-01
ENSG00000146049	KAAG1	0.043049	2.9447e-01
ENSG00000146054	TRIM7	0.032143	8.6515e-02
ENSG00000146063	TRIM41	0.239833	9.6851e-01
ENSG00000146066	HIGD2A	0.108320	2.0081e-01
ENSG00000146067	FAM193B	0.087141	3.8523e-01
ENSG00000146070	PLA2G7	0.037106	1.8892e-09
ENSG00000146072	TNFRSF21	0.232528	5.1371e-02
ENSG00000146083	RNF44	0.081669	9.6056e-01
ENSG00000146090	RASGEF1C	0.326478	2.1178e-03
ENSG00000146094	DOK3	0.081639	5.7873e-01
ENSG00000146109	ABT1	0.106013	1.8566e-02
ENSG00000146112	PPP1R18	0.144575	4.0136e-04
ENSG00000146122	DAAM2	0.254110	1.0000e+00
ENSG00000146147	MLIP	0.040631	9.8073e-14
ENSG00000146151	HMGCLL1	0.041525	5.7669e-04
ENSG00000146166	LGSN	0.060852	5.8995e-06
ENSG00000146192	FGD2	0.078983	2.2632e-08
ENSG00000146197	SCUBE3	0.267626	9.8741e-01
ENSG00000146205	ANO7	0.054354	8.6529e-04
ENSG00000146215	CRIP3	0.043601	7.4058e-02
ENSG00000146216	TTBK1	0.247726	9.9677e-01
ENSG00000146221	TCTE1	0.083253	5.2010e-11
ENSG00000146223	RPL7L1	0.110745	8.4301e-03
ENSG00000146232	NFKBIE	0.263958	5.0187e-01
ENSG00000146233	CYP39A1	0.038514	4.4746e-16
ENSG00000146242	TPBG	0.116222	1.3632e-02
ENSG00000146243	IRAK1BP1	0.056988	1.3927e-05
ENSG00000146247	PHIP	0.518657	1.0000e+00
ENSG00000146250	PRSS35	0.077623	4.3233e-10
ENSG00000146263	MMS22L	0.113175	8.9065e-05
ENSG00000146267	FAXC	0.272998	6.2667e-01
ENSG00000146276	GABRR1	0.202482	1.2729e-13
ENSG00000146278	PNRC1	0.170695	7.2711e-01
ENSG00000146281	PM20D2	0.142267	6.6963e-05
ENSG00000146282	RARS2	0.114178	2.3857e-04
ENSG00000146285	SCML4	0.076578	1.0943e-01
ENSG00000146350	TBC1D32	0.035674	1.7593e-04
ENSG00000146352	CLVS2	0.518526	8.7450e-03
ENSG00000146360	GPR6	0.245977	2.7090e-02
ENSG00000146373	RNF217	0.299739	7.6504e-05
ENSG00000146374	RSPO3	0.258863	6.7141e-03
ENSG00000146376	ARHGAP18	0.136513	2.2433e-11
ENSG00000146378	TAAR2	0.060159	5.9545e-06
ENSG00000146383	TAAR6	0.039412	1.7249e-02
ENSG00000146385	TAAR8	0.090602	2.9713e-04
ENSG00000146399	TAAR1	0.045225	3.0397e-04
ENSG00000146409	SLC18B1	0.047631	9.2916e-13
ENSG00000146410	MTFR2	0.060499	7.1109e-05
ENSG00000146411	SLC2A12	0.198222	5.1025e-05
ENSG00000146414	SHPRH	0.278112	3.1214e-07
ENSG00000146416	AIG1	0.137099	2.5255e-04
ENSG00000146425	DYNLT1	0.197678	5.3461e-04
ENSG00000146426	TIAM2	0.185121	3.3139e-01
ENSG00000146433	TMEM181	0.121548	7.5117e-03
ENSG00000146457	WTAP	0.509726	9.9969e-01
ENSG00000146463	ZMYM4	0.383646	1.0000e+00
ENSG00000146469	VIP	0.080550	5.0288e-03
ENSG00000146477	SLC22A3	0.084290	1.5542e-08
ENSG00000146530	VWDE	0.091394	6.7690e-40
ENSG00000146535	GNA12	0.433421	9.4373e-01
ENSG00000146540	C7orf50	0.040599	1.7259e-04
ENSG00000146555	SDK1	0.129434	1.3817e-03
ENSG00000146574	CCZ1B	0.207624	1.0949e-11
ENSG00000146576	C7orf26	0.154016	7.1536e-01
ENSG00000146587	RBAK	0.267387	3.7983e-08
ENSG00000146592	CREB5	0.246350	2.5609e-01
ENSG00000146618	FERD3L	0.135793	3.0197e-01
ENSG00000146648	EGFR	0.386973	2.2340e-01
ENSG00000146670	CDCA5	0.069108	3.7367e-06
ENSG00000146674	IGFBP3	0.157537	1.6531e-02
ENSG00000146676	PURB	0.269528	6.3892e-01
ENSG00000146678	IGFBP1	0.062630	6.2368e-04
ENSG00000146701	MDH2	0.089992	1.0660e-02
ENSG00000146707	POMZP3	0.037626	7.6598e-04
ENSG00000146731	CCT6A	0.228209	9.9463e-01
ENSG00000146755	TRIM50	0.084502	9.2247e-10
ENSG00000146757	ZNF92	0.104536	1.7707e-03
ENSG00000146776	ATXN7L1	0.244937	9.1320e-01
ENSG00000146802	TMEM168	0.201051	4.4281e-03
ENSG00000146809	ASB15	0.051867	2.0336e-14
ENSG00000146826	C7orf43	0.256830	3.2075e-01
ENSG00000146828	SLC12A9	0.316754	5.5020e-12
ENSG00000146830	GIGYF1	0.169397	1.0725e-06
ENSG00000146833	TRIM4	0.088980	8.4299e-08
ENSG00000146834	MEPCE	0.268778	9.7700e-01
ENSG00000146842	TMEM209	0.126127	1.8914e-13
ENSG00000146856	AGBL3	0.056637	3.0540e-15
ENSG00000146857	STRA8	0.143846	7.0891e-04
ENSG00000146858	ZC3HAV1L	0.071193	1.1496e-03
ENSG00000146859	TMEM140	0.062532	5.4727e-02
ENSG00000146872	TLK2	0.608708	4.3864e-01
ENSG00000146904	EPHA1	0.100160	4.8917e-23
ENSG00000146909	NOM1	0.028518	2.0106e-09
ENSG00000146910	CNPY1	0.082943	3.7160e-05
ENSG00000146918	NCAPG2	0.179681	6.7805e-01
ENSG00000146926	ASB10	0.027704	7.2904e-11
ENSG00000146938	NLGN4X	0.483400	9.8984e-01
ENSG00000146950	SHROOM2	0.068401	6.7943e-02
ENSG00000146955	RAB19	0.142760	1.1528e-06
ENSG00000146963	C7orf55-LUC7L2	0.528989	3.8738e-02
ENSG00000146966	DENND2A	0.227916	4.0112e-02
ENSG00000147010	SH3KBP1	0.458540	9.9268e-01
ENSG00000147027	TMEM47	0.182792	7.6210e-01
ENSG00000147036	LANCL3	0.114650	1.8156e-01
ENSG00000147041	SYTL5	0.046559	2.4853e-04
ENSG00000147044	CASK	0.589633	1.0000e+00
ENSG00000147050	KDM6A	0.357473	9.9999e-01
ENSG00000147059	SPIN2A	0.049151	1.0155e-03
ENSG00000147065	MSN	0.628040	6.6795e-01
ENSG00000147081	AKAP4	0.159788	4.8773e-01
ENSG00000147082	CCNB3	0.177863	8.6693e-01
ENSG00000147099	HDAC8	0.640834	3.9154e-01
ENSG00000147100	SLC16A2	0.554244	8.2064e-01
ENSG00000147117	ZNF157	0.049587	1.0897e-05
ENSG00000147118	ZNF182	0.255845	9.8153e-01
ENSG00000147119	CHST7	0.159812	6.3851e-02
ENSG00000147121	KRBOX4	0.083936	6.6370e-01
ENSG00000147123	NDUFB11	0.181700	7.9605e-01
ENSG00000147124	ZNF41	0.235424	1.3014e-01
ENSG00000147127	RAB41	0.080210	2.6485e-03
ENSG00000147130	ZMYM3	0.448277	1.0000e+00
ENSG00000147133	TAF1	0.456542	9.6894e-01
ENSG00000147138	GPR174	0.457302	3.5029e-01
ENSG00000147140	NONO	0.597556	9.8223e-01
ENSG00000147144	CCDC120	0.069172	4.0719e-02
ENSG00000147145	LPAR4	0.394697	3.2441e-01
ENSG00000147155	EBP	0.372339	9.4415e-01
ENSG00000147160	AWAT2	0.255649	1.6492e-01
ENSG00000147162	OGT	0.748833	8.6606e-01
ENSG00000147164	SNX12	0.562838	7.8088e-01
ENSG00000147166	ITGB1BP2	0.138927	9.3380e-08
ENSG00000147168	IL2RG	0.308679	9.6731e-02
ENSG00000147180	ZNF711	0.450436	9.9111e-01
ENSG00000147202	DIAPH2	0.317244	9.9820e-01
ENSG00000147206	NXF3	0.253544	1.9175e-02
ENSG00000147223	RIPPLY1	0.042526	1.2009e-01
ENSG00000147224	PRPS1	0.895446	9.3034e-01
ENSG00000147246	HTR2C	0.301520	1.8821e-01
ENSG00000147251	DOCK11	0.265615	4.9478e-02
ENSG00000147255	IGSF1	0.191759	9.9997e-01
ENSG00000147256	ARHGAP36	0.298478	8.7313e-01
ENSG00000147257	GPC3	0.300120	9.9413e-01
ENSG00000147262	GPR119	0.226621	8.8689e-03
ENSG00000147274	RBMX	0.617769	8.6534e-01
ENSG00000147316	MCPH1	0.056924	1.4774e-07
ENSG00000147324	MFHAS1	0.186535	4.9367e-09
ENSG00000147364	FBXO25	0.200930	1.6443e-01
ENSG00000147378	FATE1	0.030227	8.9205e-02
ENSG00000147380	OPN1MW	0.086837	3.8711e-01
ENSG00000147383	NSDHL	0.342654	9.6851e-01
ENSG00000147394	ZNF185	0.030237	1.3557e-11
ENSG00000147400	CETN2	0.478040	4.6032e-01
ENSG00000147402	GABRQ	0.154467	4.7873e-03
ENSG00000147403	RPL10	0.727807	8.1970e-01
ENSG00000147408	CSGALNACT1	0.158153	7.8236e-13
ENSG00000147416	ATP6V1B2	0.500806	1.6825e-01
ENSG00000147419	CCDC25	0.356438	3.4522e-01
ENSG00000147421	HMBOX1	0.489273	9.9910e-01
ENSG00000147434	CHRNA6	0.111663	3.0188e-06
ENSG00000147437	GNRH1	0.107227	1.6829e-01
ENSG00000147439	BIN3	0.102735	4.0860e-01
ENSG00000147443	DOK2	0.053789	1.1358e-02
ENSG00000147454	SLC25A37	0.281937	1.6372e-01
ENSG00000147457	CHMP7	0.329915	9.2524e-01
ENSG00000147459	DOCK5	0.133411	5.2066e-02
ENSG00000147465	STAR	0.203876	5.0749e-08
ENSG00000147475	ERLIN2	0.436509	2.8168e-02
ENSG00000147481	SNTG1	0.117132	3.7346e-01
ENSG00000147485	PXDNL	0.021077	2.6953e-32
ENSG00000147509	RGS20	0.134257	4.0428e-04
ENSG00000147526	TACC1	0.125884	2.8946e-01
ENSG00000147533	GOLGA7	0.397149	4.4814e-01
ENSG00000147536	GINS4	0.145265	5.7617e-03
ENSG00000147570	DNAJC5B	0.101553	4.5779e-02
ENSG00000147571	CRH	0.175821	7.2442e-01
ENSG00000147573	TRIM55	0.059338	5.2265e-14
ENSG00000147576	ADHFE1	0.055442	2.9638e-02
ENSG00000147586	MRPS28	0.078540	2.6991e-02
ENSG00000147588	PMP2	0.116825	2.6338e-01
ENSG00000147592	LACTB2	0.117143	4.7151e-06
ENSG00000147601	TERF1	0.109601	5.9613e-01
