ensembl_id	gene	UNEECON-G	pLI	mis-z	RVIS	GDI	disease_or_essential_gene
ENSG00000132470	ITGB4	0.143761	0.05767	-0.7883	0.167121696	-427.48664	TRUE
ENSG00000132510	KDM6B	0.24185	0.57926	-0.91163	0.493432162	-5734.22375	TRUE
ENSG00000132549	VPS13B	0.171285	0.049048	0.98295	2.877970131	-5683.91051	FALSE
ENSG00000132561	MATN2	0.119828	1.3137e-13	0.74625	-2.144099832	-3407.60054	FALSE
ENSG00000132589	FLOT2	0.390188	0.0010499	2.1267	0.099099141	-133.59956	FALSE
ENSG00000132613	MTSS1L	0.254097	0.82801	0.95724	0.116600688	-236.86198	FALSE
ENSG00000132622	HSPA12B	0.118302	0.040011	2.5012	-0.283122033	-622.34303	FALSE
ENSG00000132639	SNAP25	0.690564	0.85219	3.0879	0.098938622	-5.91473	TRUE
ENSG00000132646	PCNA	0.522108	0.9788	2.5478	-0.09443972	-5.75658	TRUE
ENSG00000132670	PTPRA	0.397475	0.59384	0.75462	1.237081052	-2221.73247	FALSE
ENSG00000132688	NES	0.051186	0.00012366	0.41199	-0.377471568	-854.26648	TRUE
ENSG00000132704	FCRL2	0.071241	0.011088	-0.63657	-0.265782454	-237.32527	FALSE
ENSG00000132716	DCAF8	0.356158	0.84502	0.82681	0.259360889	-72.2965	FALSE
ENSG00000132744	ACY3	0.04368	0.00021102	-0.0064774	-0.174097518	-83.94169	FALSE
ENSG00000132780	NASP	0.227257	0.98501	0.92837	0.346057895	-111.92131	TRUE
ENSG00000132781	MUTYH	0.073325	0.036575	-0.095602	-0.057251574	-1736.8913	FALSE
ENSG00000132842	AP3B1	0.221248	0.0021309	0.99663	0.222824123	-585.39595	TRUE
ENSG00000132854	KANK4	0.078186	1.92e-09	0.51188	-0.929981409	-2487.39417	FALSE
ENSG00000132855	ANGPTL3	0.03349	7.0934e-14	-0.085532	-0.171750672	-115.97808	FALSE
ENSG00000132874	SLC14A2	0.091148	7.2746e-06	0.050982	-0.513053457	-6537.42463	FALSE
ENSG00000132906	CASP9	0.058119	1.9299e-06	0.29316	-0.18534205	-1917.48114	TRUE
ENSG00000132953	XPO4	0.510634	1	4.2321	1.727804427	-184.44583	FALSE
ENSG00000132964	CDK8	0.655852	0.18595	3.8136	0.521157471	-6.69941	TRUE
ENSG00000133026	MYH10	0.501257	0.9086	5.2133	3.725598395	-198.82672	TRUE
ENSG00000133069	TMCC2	0.323873	0.09765	2.3442	0.665186786	-386.00355	FALSE
ENSG00000133110	POSTN	0.135246	1.859e-06	0.99424	0.8390495	-1031.00738	TRUE
ENSG00000133112	TPT1	0.413134	0.82085	0.63254	0.342772219	-3.58338	TRUE
ENSG00000133226	SRRM1	0.293621	0.99998	0.98181	0.571153023	-90.5423	FALSE
ENSG00000133392	MYH11	0.351809	0.99664	1.549	1.865252104	-2033.84967	TRUE
ENSG00000133422	MORC2	0.35189	0.94325	3.5051	1.956719104	-84.18167	FALSE
ENSG00000133454	MYO18B	0.039617	5.3509e-05	0.48434	-3.701906716	-5231.65918	TRUE
ENSG00000133477	FAM83F	0.122458	2.3026e-07	0.59405	-1.186948171	-2615.96375	FALSE
ENSG00000133606	MKRN1	0.336765	0.55966	0.96697	0.127683555	-1492.95866	FALSE
ENSG00000133612	AGAP3	0.270522	0.9004	3.2168	1.223659583	-95.08252	FALSE
ENSG00000133703	KRAS	0.584899	0.71966	2.6569	0.181726402	-3.46519	TRUE
ENSG00000133704	IPO8	0.239852	0.18217	0.97244	0.905284308	-130.85275	FALSE
ENSG00000133710	SPINK5	0.074163	0.0017276	0.4764	-0.302330704	-18873.47781	TRUE
ENSG00000133731	IMPA1	0.130344	0.066643	0.57075	-0.043202614	-68.68136	TRUE
ENSG00000133739	LRRCC1	0.034364	2.1854e-21	0.32103	-1.253660373	-1340.281	FALSE
ENSG00000133773	CCDC59	0.044958	3.5115e-09	-0.89378	-0.372005324	-94.89472	FALSE
ENSG00000133816	MICAL2	0.192919	6.5079e-11	0.9558	-0.449012615	-597.9475	FALSE
ENSG00000133835	HSD17B4	0.164163	1.2188e-08	-0.63509	0.125661703	-11180.56296	TRUE
ENSG00000133858	ZFC3H1	0.238709	0.91267	-0.57058	2.211785489	-335.40622	FALSE
ENSG00000133863	TEX15	0.085784	4.1861e-24	-0.95891	-1.298336958	-4622.31964	FALSE
ENSG00000133895	MEN1	0.519461	0.83176	3.2268	0.713915349	-52.48808	TRUE
ENSG00000133958	UNC79	0.323526	1	4.7267	3.187471785	-491.26186	TRUE
ENSG00000133961	NUMB	0.228034	0.0027838	0.84137	1.132410163	-128.12894	TRUE
ENSG00000133962	CATSPERB	0.064959	0.17338	0.85286	1.488629135	-761.54173	FALSE
ENSG00000134001	EIF2S1	0.554197	0.93949	2.9877	0.058326533	-8.52186	TRUE
ENSG00000134057	CCNB1	0.121897	0.1164	0.58548	0.260142566	-51.03958	TRUE
ENSG00000134070	IRAK2	0.036402	2.5074e-18	-0.049588	-1.56985943	-3567.96124	FALSE
ENSG00000134086	VHL	0.15028	0.12273	-0.30076	0.285601664	-13.42797	TRUE
ENSG00000134109	EDEM1	0.293774	5.6331e-05	0.40765	0.84419591	-194.45921	FALSE
ENSG00000134115	CNTN6	0.051197	1.784e-31	-3.0283	0.826604557	-343.14195	FALSE
ENSG00000134186	PRPF38B	0.46075	0.89296	2.0232	0.420405606	-103.45472	FALSE
ENSG00000134207	SYT6	0.228053	0.0098403	-0.40836	-0.138635966	-1905.13279	FALSE
ENSG00000134215	VAV3	0.144639	0.4525	0.87199	0.290454145	-961.59362	FALSE
ENSG00000134222	PSRC1	0.064857	0.003505	-0.09222	-0.745957341	-144.36618	FALSE
ENSG00000134240	HMGCS2	0.203743	1.3287e-11	-0.075765	0.522878806	-66.95673	FALSE
ENSG00000134243	SORT1	0.270933	0.99973	2.222	0.027719267	-165.82847	FALSE
ENSG00000134245	WNT2B	0.353153	6.6259e-05	1.7772	0.65221365	-63.38562	FALSE
ENSG00000134250	NOTCH2	0.373121	0.89501	0.71922	2.035983575	-449.73773	TRUE
ENSG00000134259	NGF	0.339812	0.76021	0.86196	0.097535388	-2170.14248	TRUE
ENSG00000134283	PPHLN1	0.089426	0.014389	0.88564	0.33918126	-79.76425	TRUE
ENSG00000134294	SLC38A2	0.301668	0.96551	0.89695	0.269203069	-54.54237	FALSE
ENSG00000134308	YWHAQ	0.398533	0.85877	1.7639	0.450396929	-3.40799	TRUE
ENSG00000134313	KIDINS220	0.245974	0.98598	0.6946	1.790947083	-2365.02521	TRUE
ENSG00000134318	ROCK2	0.537196	0.76637	4.5917	0.611764691	-2623.84779	TRUE
ENSG00000134323	MYCN	0.285399	0.89495	1.4786	0.725162342	-25.75116	TRUE
ENSG00000134324	LPIN1	0.113422	8.8606e-07	0.9614	0.927945275	-2775.76	TRUE
ENSG00000134333	LDHA	0.329269	0.13216	0.99376	-0.071787024	-41.17522	TRUE
ENSG00000134339	SAA2	0.079813	2.5967e-06	0.58626	-0.61069922	-48.05648	TRUE
ENSG00000134352	IL6ST	0.195548	0.98391	0.83669	0.212197188	-3018.2823	TRUE
ENSG00000134363	FST	0.447017	0.95169	2.3991	0.125338233	-44.28611	TRUE
ENSG00000134365	CFHR4	0.032518	0.00098896	-0.74906	-2.393484836	-170.94001	FALSE
ENSG00000134371	CDC73	0.654827	0.99993	3.8371	0.794363613	-6.11441	TRUE
ENSG00000134376	CRB1	0.085576	2.4795e-11	-0.98449	0.733356543	-137.7212	TRUE
ENSG00000134461	ANKRD16	0.046706	5.3356e-09	0.28356	-0.602248529	-1385.5909	FALSE
ENSG00000134516	DOCK2	0.415808	0.84161	4.1741	1.010346323	-368.53431	FALSE
ENSG00000134532	SOX5	0.572544	0.99999	0.74747	1.825610463	-16.39611	TRUE
ENSG00000134569	LRP4	0.427171	0.61762	3.263	2.595315875	-9909.87734	TRUE
ENSG00000134594	RAB33A	0.536906	0.75377	1.8981	0.258466596	-65.05267	FALSE
ENSG00000134668	SPOCD1	0.034942	9.0653e-12	0.50105	0.014452515	-3132.21342	FALSE
ENSG00000134690	CDCA8	0.115282	0.0085018	1.0496	0.035054153	-30.19698	TRUE
ENSG00000134709	HOOK1	0.056361	0.0001846	0.91905	0.917926796	-137.27061	FALSE
ENSG00000134757	DSG3	0.124419	7.3324e-21	0.49606	0.025697524	-750.20081	TRUE
ENSG00000134762	DSC3	0.05125	2.9296e-08	-0.74501	-0.647076099	-2012.65614	TRUE
ENSG00000134780	DAGLA	0.446088	0.99999	3.9254	1.889872466	-278.59856	FALSE
ENSG00000134817	APLNR	0.192488	0.75834	0.82601	0.657525589	-105.96832	TRUE
ENSG00000134830	C5AR2	0.139088	0.23134	-0.13896	-0.415582201	-88.19648	FALSE
ENSG00000134853	PDGFRA	0.287324	0.82297	0.67031	0.69316037	-599.71226	TRUE
ENSG00000134871	COL4A2	0.26024	0.018741	0.41258	0.26534563	-2430.98324	TRUE
ENSG00000134899	ERCC5	0.049516	0.00075552	0.34906	-1.872248726	-2484.51011	TRUE
ENSG00000134905	CARS2	0.043286	0.00072713	0.34262	-0.921221154	-1175.1742	FALSE
ENSG00000134954	ETS1	0.536619	0.12832	0.99341	0.404629563	-21.67457	TRUE
ENSG00000134982	APC	0.312712	0.99912	0.96985	4.371128704	-395.17068	TRUE
ENSG00000134987	WDR36	0.19891	0.0026338	-0.19253	0.60444351	-562.37119	TRUE
ENSG00000134996	OSTF1	0.178808	0.040283	0.46376	-0.031957772	-12.77658	FALSE
ENSG00000135002	RFK	0.160002	0.0053593	0.62673	-0.457144061	-7.31193	TRUE
ENSG00000135047	CTSL	0.133558	0.0077393	0.41015	0.011000039	-52.79042	TRUE
ENSG00000135049	AGTPBP1	0.235058	0.007219	0.68563	1.133366258	-935.85943	FALSE
ENSG00000135074	ADAM19	0.180857	0.0011482	2.0823	0.476336682	-5188.76456	TRUE
ENSG00000135083	CCNJL	0.14615	0.00030804	0.57113	0.149553084	-1120.91099	FALSE
ENSG00000135090	TAOK3	0.41791	0.47855	0.95544	0.560525062	-61.28385	FALSE
ENSG00000135093	USP30	0.192641	0.060655	0.95087	0.277481774	-446.0984	FALSE
ENSG00000135100	HNF1A	0.228012	0.81135	1.6361	-0.04522457	-5494.65453	TRUE
ENSG00000135111	TBX3	0.258597	0.98024	1.9909	0.461799565	-233.72039	TRUE
ENSG00000135148	TRAFD1	0.09633	0.015127	0.74283	0.212816161	-125.66239	FALSE
ENSG00000135164	DMTF1	0.328033	0.060136	0.076471	-0.471969323	-283.65163	TRUE
ENSG00000135241	PNPLA8	0.090617	0.0035078	0.081478	0.631287554	-79.80436	TRUE
ENSG00000135249	RINT1	0.138336	0.095343	0.84204	0.355119127	-802.75923	TRUE
ENSG00000135297	MTO1	0.090491	0.11089	0.72336	0.936834017	-89.78549	FALSE
ENSG00000135314	KHDC1	0.034209	0.0033893	-0.27766	-0.468387117	-694.65301	FALSE
ENSG00000135334	AKIRIN2	0.316628	0.92201	1.515	-0.053828069	-10.09876	TRUE
ENSG00000135341	MAP3K7	0.490878	0.99989	2.8836	0.936670933	-14.73281	TRUE
ENSG00000135363	LMO2	0.242949	0.15983	1.2601	0.078632541	-26.24832	TRUE
ENSG00000135365	PHF21A	0.43485	0.73422	0.86646	0.528811667	-1807.75543	TRUE
ENSG00000135374	ELF5	0.057771	0.1209	0.066602	-0.05069915	-35.76631	TRUE
ENSG00000135387	CAPRIN1	0.289121	0.75237	0.79285	1.248326299	-47.96186	TRUE
ENSG00000135406	PRPH	0.055365	4.975e-07	0.60027	0.710166522	-322.45963	FALSE
ENSG00000135407	AVIL	0.052111	0.0052102	0.65652	-0.768291669	-187.26695	TRUE
ENSG00000135409	AMHR2	0.205939	0.0011443	0.83478	0.637219158	-43.34161	FALSE
ENSG00000135414	GDF11	0.404111	0.97994	3.0608	0.331525455	-12.40367	TRUE
ENSG00000135423	GLS2	0.289677	1.6357e-06	0.95501	0.908865594	-556.03172	TRUE
ENSG00000135424	ITGA7	0.158945	1.3655e-05	0.48816	0.162073967	-592.64062	TRUE
ENSG00000135439	AGAP2	0.238023	0.51814	3.4887	0.672682663	-265.49784	FALSE
ENSG00000135446	CDK4	0.439269	0.065867	0.98256	0.480543862	-10.51106	TRUE
ENSG00000135451	TROAP	0.078981	0.003243	0.088444	-0.550069313	-680.65258	FALSE
ENSG00000135476	ESPL1	0.400857	0.60719	4.4795	-0.451842629	-1610.44431	TRUE
ENSG00000135486	HNRNPA1	0.56082	0.85934	2.9833	0.269044124	-44.85595	FALSE
ENSG00000135503	ACVR1B	0.523184	0.99959	3.542	0.765776977	-17.03945	TRUE
ENSG00000135541	AHI1	0.081947	0.42555	0.073517	-0.537890382	-597.05433	TRUE
ENSG00000135547	HEY2	0.175026	0.80088	0.95077	-0.074753052	-218.50627	TRUE
ENSG00000135587	SMPD2	0.064877	9.9683e-08	0.059795	0.661274173	-1417.90373	FALSE
ENSG00000135604	STX11	0.054469	0.0005708	-0.19239	-0.107085597	-486.20271	FALSE
ENSG00000135605	TEC	0.164298	6.0666e-08	1.7122	0.933703416	-44.45223	FALSE
ENSG00000135617	PRADC1	0.065994	1.45e-05	0.5891	-0.291565809	-147.70571	FALSE
ENSG00000135636	DYSF	0.149518	1.9807e-35	0.095764	-0.52598926	-1760.18248	FALSE
ENSG00000135678	CPM	0.190487	0.0022836	0.99202	0.156268027	-1875.42019	FALSE
ENSG00000135679	MDM2	0.431889	0.38845	0.77492	0.704074472	-15.85758	TRUE
ENSG00000135740	SLC9A5	0.304988	0.0015441	3.0202	0.92027527	-86.06036	FALSE
ENSG00000135766	EGLN1	0.351757	0.97809	2.3592	0.11331101	-1049.62982	TRUE
ENSG00000135773	CAPN9	0.04698	3.5635e-18	-0.0060496	-1.539710242	-4397.74449	FALSE
ENSG00000135778	NTPCR	0.140145	0.0022027	0.36581	-0.278756083	-131.83629	FALSE
ENSG00000135801	TAF5L	0.379789	0.99907	0.55336	0.85997209	-56.0239	FALSE
ENSG00000135821	GLUL	0.406874	0.99566	1.7187	0.766557559	-14.61592	TRUE
ENSG00000135823	STX6	0.131482	0.041964	0.51317	-0.071787024	-21.51311	FALSE
ENSG00000135829	DHX9	0.697613	1	6.0321	2.235952889	-30.04953	TRUE
ENSG00000135835	KIAA1614	0.026198	2.7409e-16	0.43194	-1.264791366	-1031.80761	FALSE
ENSG00000135837	CEP350	0.07841	0.036039	0.93962	-0.39814508	-2380.41884	FALSE
ENSG00000135838	NPL	0.095379	3.5623e-06	0.41941	0.085508275	-73.43315	FALSE
ENSG00000135842	FAM129A	0.070292	0.0014125	0.23066	-0.551478145	-471.32354	FALSE
ENSG00000135862	LAMC1	0.178059	0.32434	-0.045538	-0.031932462	-818.91934	TRUE
ENSG00000135899	SP110	0.107981	2.9176e-08	0.74112	-1.120551421	-1459.74314	FALSE
ENSG00000135902	CHRND	0.096637	1.5457e-07	0.065569	-0.718772891	-107.43573	FALSE
ENSG00000135903	PAX3	0.412533	0.60499	1.8343	-0.126609025	-209.24476	TRUE
ENSG00000135905	DOCK10	0.139761	0.94712	0.41135	0.369234248	-3131.37113	FALSE
ENSG00000135914	HTR2B	0.053352	3.4768e-10	-0.018577	-1.058222336	-566.44526	TRUE
ENSG00000135930	EIF4E2	0.451478	0.71578	2.6389	0.141114072	-15.40745	FALSE
ENSG00000135945	REV1	0.197694	0.031972	0.3819	0.698477559	-2444.8046	TRUE
ENSG00000135951	TSGA10	0.129112	0.63718	0.93043	-0.669098867	-93.98873	FALSE
ENSG00000135960	EDAR	0.152898	5.2091e-06	0.83028	0.150335061	-2615.65726	TRUE
ENSG00000135966	TGFBRAP1	0.217734	0.20297	1.4991	1.520964472	-126.08397	FALSE
ENSG00000136002	ARHGEF4	0.190792	0.41491	0.88069	0.252808394	-1764.34786	FALSE
ENSG00000136011	STAB2	0.056921	0.46288	0.0097742	-1.406755092	-3962.9588	FALSE
ENSG00000136040	PLXNC1	0.295486	0.12752	4.1615	1.708468566	-2196.06093	FALSE
ENSG00000136068	FLNB	0.258819	1.9642e-07	0.81729	0.118569104	-1028.35714	TRUE
ENSG00000136111	TBC1D4	0.191865	1.9385e-22	0.98589	0.457772106	-1981.92717	FALSE
ENSG00000136122	BORA	0.235164	0.00038994	1.4215	0.001319193	-103.55945	FALSE
ENSG00000136141	LRCH1	0.179177	0.29415	0.69817	0.081921597	-336.92794	FALSE
ENSG00000136158	SPRY2	0.370874	0.97208	1.0118	0.501631382	-1456.24463	TRUE
ENSG00000136160	EDNRB	0.260337	0.46003	1.2443	-0.271095076	-99.96482	TRUE
ENSG00000136197	C7orf25	0.317402	0.30718	0.36516	0.514440122	-99.98462	FALSE
ENSG00000136205	TNS3	0.181247	0.94937	0.97018	0.70792621	-726.40943	TRUE
ENSG00000136231	IGF2BP3	0.409381	0.99997	2.2244	0.767338508	-23.06422	FALSE
ENSG00000136238	RAC1	0.815597	0.70654	3.2131	0.152359958	-4.72747	TRUE
ENSG00000136240	KDELR2	0.252704	0.017099	0.88475	0.312000382	-9.23152	FALSE
ENSG00000136273	HUS1	0.047272	0.0012575	-0.052389	0.312000382	-96.58027	TRUE
ENSG00000136279	DBNL	0.176592	0.90649	0.86443	-0.247823653	-77.70496	TRUE
ENSG00000136280	CCM2	0.29937	0.041583	0.83995	0.381356863	-1216.01154	TRUE
ENSG00000136295	TTYH3	0.185339	0.11313	0.53185	0.330902529	-106.07775	FALSE
ENSG00000136297	MMD2	0.162044	1.4764e-07	0.091769	0.324027856	-17.3922	FALSE
ENSG00000136305	CIDEB	0.078383	5.5797e-06	0.23888	-0.426992485	-45.396	FALSE
ENSG00000136352	NKX2-1	0.270673	0.0038975	0.09192	0.018496723	-44.04874	TRUE
ENSG00000136448	NMT1	0.471304	0.9921	0.86218	0.40759676	-14.72014	TRUE
ENSG00000136451	VEZF1	0.484854	0.99388	3.1049	1.00962352	-535.80528	TRUE
ENSG00000136478	TEX2	0.197532	0.00049842	0.42899	0.569757177	-521.90393	FALSE
ENSG00000136504	KAT7	0.688202	0.99997	0.90743	0.143459104	-29.2063	TRUE
ENSG00000136527	TRA2B	0.678956	0.99383	0.89442	0.317935806	-5.13222	TRUE
ENSG00000136531	SCN2A	0.62322	0.8854	6.7414	2.505757944	-693.6775	TRUE
ENSG00000136535	TBR1	0.509498	0.82579	3.7061	0.844818754	-93.16795	TRUE
ENSG00000136541	ERMN	0.100658	0.0021723	-0.076698	-0.32311526	-28.41309	FALSE
ENSG00000136542	GALNT5	0.051296	6.9628e-14	0.55267	0.201735645	-1982.32949	FALSE
ENSG00000136546	SCN7A	0.068895	1.2999e-05	0.49659	-1.658489273	-781.90454	FALSE
ENSG00000136573	BLK	0.093032	4.3562e-13	-1.7991	-0.101611414	-175.48813	FALSE
ENSG00000136603	SKIL	0.187001	0.23742	0.96277	0.151117109	-103.95442	TRUE
ENSG00000136630	HLX	0.111363	0.30261	0.85069	-0.076937023	-4095.05049	TRUE
ENSG00000136699	SMPD4	0.166991	0.0012944	0.99334	0.145184995	-224.4432	FALSE
ENSG00000136709	WDR33	0.46282	0.9166	4.0785	2.022384865	-577.17958	FALSE
ENSG00000136717	BIN1	0.397469	0.99755	2.3857	0.10362944	-298.1041	TRUE
ENSG00000136720	HS6ST1	0.423917	0.92382	2.074	-0.509781951	-219.6517	TRUE
ENSG00000136754	ABI1	0.35562	0.63389	2.3535	0.506942411	-53.85297	TRUE
ENSG00000136758	YME1L1	0.385803	0.052703	0.85408	0.806548515	-901.62157	FALSE
ENSG00000136810	TXN	0.368579	0.21507	0.86199	-0.181758691	-7.01382	TRUE
ENSG00000136811	ODF2	0.246624	0.003189	0.99187	0.472588851	-135.29651	TRUE
ENSG00000136816	TOR1B	0.144882	0.70238	1.1641	0.226246062	-54.26739	FALSE
ENSG00000136826	KLF4	0.099917	0.40385	0.48136	0.10362944	-53.32293	TRUE
ENSG00000136827	TOR1A	0.212786	0.00043186	0.67119	-0.038672175	-793.75138	TRUE
ENSG00000136839	OR13C9	0.098883	0.01963	-0.14526	-1.370676753	-9128.01739	FALSE
ENSG00000136842	TMOD1	0.163589	0.37325	1.4286	0.593479926	-47.28275	TRUE
ENSG00000136854	STXBP1	0.756106	1	4.416	0.720632494	-12.9714	TRUE
ENSG00000136856	SLC2A8	0.046637	0.00032906	0.61304	-0.437453189	-535.19959	TRUE
ENSG00000136861	CDK5RAP2	0.132334	0.070815	-0.024461	0.030718221	-868.61481	TRUE
ENSG00000136868	SLC31A1	0.329199	0.070874	0.64189	0.177977719	-201.08896	TRUE
ENSG00000136925	TSTD2	0.035611	3.7711e-06	0.045402	-0.207831589	-954.06636	FALSE
ENSG00000136931	NR5A1	0.407197	0.86047	2.5072	0.692046319	-26.71465	TRUE
ENSG00000136936	XPA	0.070929	7.185e-05	0.42547	-0.600067483	-136.71405	TRUE
ENSG00000136938	ANP32B	0.230234	0.96055	1.3087	-0.251737619	-31.817	TRUE
ENSG00000136944	LMX1B	0.388246	0.93924	2.0987	0.655181372	-23.27331	TRUE
ENSG00000136960	ENPP2	0.278401	0.012778	0.74774	-0.087238808	-485.27426	TRUE
ENSG00000136997	MYC	0.233953	0.98956	0.72619	0.128465445	-227.85179	TRUE
ENSG00000137070	IL11RA	0.120402	5.5329e-20	0.6294	-0.023516778	-88.49963	TRUE
ENSG00000137076	TLN1	0.460123	1	4.8694	3.985542836	-1723.9194	TRUE
ENSG00000137124	ALDH1B1	0.079732	2.2972e-06	-0.19386	-0.020388577	-7275.99437	FALSE
ENSG00000137145	DENND4C	0.206883	0.0004307	-0.077393	0.856973299	-1816.18274	FALSE
ENSG00000137161	CNPY3	0.210642	0.5186	-0.6758	-0.052263549	-2078.45989	TRUE
ENSG00000137166	FOXP4	0.269838	0.078446	2.0045	0.662838258	-131.44683	TRUE
ENSG00000137177	KIF13A	0.223708	0.99525	0.99589	0.354065736	-493.50968	FALSE
ENSG00000137200	CMTR1	0.377267	0.31303	3.4168	1.3808059	-28.34808	FALSE
ENSG00000137203	TFAP2A	0.41966	0.53379	2.8229	0.46101829	-13.97787	TRUE
ENSG00000137218	FRS3	0.149654	0.0494	0.96596	-0.513363508	-526.0408	FALSE
ENSG00000137270	GCM1	0.364958	0.99926	1.4507	-0.049916992	-45.12276	TRUE
ENSG00000137273	FOXF2	0.159767	0.85786	0.85535	0.216404232	-4302.7333	TRUE
ENSG00000137275	RIPK1	0.163559	0.020682	1.6295	0.436342166	-58.71209	TRUE
ENSG00000137310	TCF19	0.137048	0.0081281	1.5577	-0.067256556	-493.99062	FALSE
ENSG00000137312	FLOT1	0.291069	3.3445e-08	2.3971	0.336836623	-25.27793	FALSE
ENSG00000137337	MDC1	0.082204	6.4762e-05	0.92691	-2.747056412	-3278.70938	FALSE
ENSG00000137392	CLPS	0.170464	0.062881	0.63541	-0.515097195	-232.33467	TRUE
ENSG00000137393	RNF144B	0.099597	8.7331e-05	0.56627	0.217185746	-48.42165	FALSE
ENSG00000137413	TAF8	0.055298	4.3604e-10	-0.78838	0.399317985	-21.02525	TRUE
ENSG00000137449	CPEB2	0.276264	0.00017276	0.76034	0.828260466	-7117.46893	FALSE
ENSG00000137462	TLR2	0.04414	5.5957e-07	0.51494	-0.605053345	-216.14444	FALSE
ENSG00000137474	MYO7A	0.164376	2.4012e-34	1.4508	-0.974786586	-4945.67513	FALSE
ENSG00000137478	FCHSD2	0.213212	0.3809	0.88162	0.599573007	-103.87407	FALSE
ENSG00000137491	SLCO2B1	0.090502	0.12567	0.98135	-0.02710322	-2109.9785	FALSE
ENSG00000137496	IL18BP	0.044237	0.00015405	-0.84598	-0.562420077	-91.26045	FALSE
ENSG00000137497	NUMA1	0.151211	0.61123	0.9844	-0.882163086	-1078.38006	TRUE
ENSG00000137574	TGS1	0.034708	4.3777e-12	-1.1551	-1.29130832	-1687.19895	FALSE
ENSG00000137601	NEK1	0.13795	4.0301e-22	0.30018	-0.4905563	-1485.56231	TRUE
ENSG00000137628	DDX60	0.098783	0.39275	0.71357	1.426546058	-875.60425	FALSE
ENSG00000137648	TMPRSS4	0.054373	1.023e-08	0.80521	-0.052101043	-2548.83115	FALSE
ENSG00000137692	DCUN1D5	0.518184	0.94791	2.3305	0.01693271	-16.76179	FALSE
ENSG00000137693	YAP1	0.332802	0.99302	1.8528	0.246552024	-53.62605	TRUE
ENSG00000137764	MAP2K5	0.320092	0.64292	0.63457	0.753748634	-37.4829	TRUE
ENSG00000137801	THBS1	0.341585	0.51872	0.40628	0.45541836	-2770.99268	TRUE
ENSG00000137804	NUSAP1	0.119884	0.15884	0.73717	-0.124425233	-5197.51378	TRUE
ENSG00000137821	LRRC49	0.182854	0.0093096	0.70231	0.151117109	-4621.78815	FALSE
ENSG00000137825	ITPKA	0.270626	0.83873	1.7145	0.224682963	-45.24026	FALSE
ENSG00000137831	UACA	0.083456	2.7356e-26	0.89554	-1.042787429	-448.02621	FALSE
ENSG00000137843	PAK6	0.129621	0.078168	-0.084835	-0.23250737	-1078.09603	FALSE
ENSG00000137845	ADAM10	0.590088	0.1206	0.98262	0.557396897	-39.95883	TRUE
ENSG00000137868	STRA6	0.154882	1.2687e-11	0.6312	0.079737671	-1781.65066	FALSE
ENSG00000137876	RSL24D1	0.20062	0.68144	0.43336	-0.209560396	-22.31869	TRUE
ENSG00000137936	BCAR3	0.072717	0.69902	0.32135	-1.093374834	-597.29767	FALSE
ENSG00000137975	CLCA2	0.056597	1.2525e-28	0.40677	0.062561036	-3264.55081	FALSE
ENSG00000137992	DBT	0.178819	1.3473e-05	0.81506	-0.371222606	-173.95713	TRUE
ENSG00000137996	RTCA	0.058658	2.4062e-06	0.41802	-0.140200351	-118.74232	FALSE
ENSG00000138002	IFT172	0.226879	0.00043006	0.8198	0.255672999	-367.466	TRUE
ENSG00000138029	HADHB	0.13912	3.6692e-11	0.83065	0.912614423	-84.59855	FALSE
ENSG00000138032	PPM1B	0.387023	0.032074	0.9538	0.710166522	-53.58105	TRUE
ENSG00000138035	PNPT1	0.196924	0.0011224	0.53016	0.137688607	-3768.17005	TRUE
ENSG00000138036	DYNC2LI1	0.049754	2.838e-09	0.095233	-0.469785863	-1692.77547	TRUE
ENSG00000138079	SLC3A1	0.067505	3.8802e-06	-3.0895	0.243912751	-899.71507	FALSE
ENSG00000138081	FBXO11	0.534305	0.99991	4.6326	1.474072021	-113.87494	TRUE
ENSG00000138083	SIX3	0.493618	0.95104	2.217	-0.039454339	-39.09376	TRUE
ENSG00000138085	ATRAID	0.040623	6.7022e-05	-0.83112	-0.084596245	-726.23535	FALSE
ENSG00000138101	DTNB	0.103053	1.0026e-05	0.81975	0.291854927	-225.44054	FALSE
ENSG00000138115	CYP2C8	0.058895	3.2013e-12	-0.83693	-1.193662323	-1030.58739	FALSE
ENSG00000138136	LBX1	0.217018	0.68549	1.1005	0.409783481	-14.04317	TRUE
ENSG00000138160	KIF11	0.321001	1	3.439	-0.371060238	-111.45197	TRUE
ENSG00000138161	CUZD1	0.072024	1.4567e-10	0.58829	-1.287707082	-242.70214	FALSE
ENSG00000138162	TACC2	0.090578	4.0878e-24	0.93589	-2.210450559	-4233.01874	FALSE
ENSG00000138175	ARL3	0.285609	0.0015151	1.1787	-0.11927612	-11.09012	TRUE
ENSG00000138180	CEP55	0.092294	0.0020135	0.52545	-1.244906922	-2637.09733	FALSE
ENSG00000138190	EXOC6	0.220076	0.24136	0.88991	-0.392147972	-826.99627	TRUE
ENSG00000138193	PLCE1	0.171314	6.6026e-10	1.8221	1.254714206	-11765.49279	FALSE
ENSG00000138279	ANXA7	0.058374	8.4012e-07	0.45058	0.010379901	-149.62286	TRUE
ENSG00000138303	ASCC1	0.195398	6.9004e-15	0.96898	-0.174097518	-1216.45119	FALSE
